iteration,seconds
270,4.785962300000051
271,5.34859490000008
272,5.123419899999931
273,5.735654100000033
274,5.6242798000000676
275,5.018007300000022
276,4.915134599999988
277,5.399116900000081
278,5.375854000000118
279,5.675099099999898
280,5.309420299999829
281,5.6185901000001195
282,5.72421509999981
283,5.959738900000048
284,5.223468500000081
285,6.086909800000058
286,5.866670299999896
287,5.307880300000079
288,6.411864200000082
289,6.2987799999998515
290,6.68533309999998
291,5.985252400000036
292,5.583241099999896
293,5.709665900000118
294,5.4277719000001525
295,5.9544645000000855
296,6.799531099999967
297,6.764195199999904
298,6.084451899999976
299,7.0486384999999245
300,6.834358100000145
301,6.095693600000004
302,6.803094200000032
303,6.140384500000209
304,5.969818099999884
305,7.38745659999995
306,6.679300400000102
307,6.565641700000015
308,6.277024600000004
309,7.450302899999997
310,6.167078499999889
311,5.914849900000036
312,7.218571999999995
313,6.390465899999981
314,6.72049549999997
315,6.604622599999857
316,6.957831500000111
317,6.52021179999997
318,6.2459253999998054
319,6.740684299999884
320,7.696689300000116
321,6.8992536000000655
322,6.457888400000002
323,7.038056200000028
324,6.400630500000034
325,6.936117999999851
326,6.284562899999855
327,7.257830300000023
328,6.080284899999924
329,6.934676899999886
330,7.131090000000086
331,7.648062499999924
332,7.501744500000086
333,7.028334799999811
334,7.34212639999987
335,8.22373860000016
336,8.509919899999886
337,8.223726699999816
338,7.949194999999918
339,7.810609000000113
340,8.023686899999802
341,8.267821400000003
342,7.767463299999918
343,7.781366100000014
344,7.121603499999992
345,7.465109700000085
346,7.033166100000017
347,7.377641199999971
348,6.689106100000117
349,7.462499200000138
350,7.682665000000043
351,7.218788599999925
352,7.425841100000071
353,7.683426300000065
354,8.105898100000104
355,8.18754530000001
356,7.045373899999959
357,7.212545099999943
358,7.6548195000000305
359,7.8280873000001066
360,8.456028199999992
361,9.05332599999997
362,8.767103399999996
363,9.600991699999895
364,7.878211400000055
365,9.99046640000006
366,8.755247600000075
367,9.922016299999996
368,8.392977100000053
369,10.511554700000033
370,9.114711400000033
371,9.295762400000058
372,9.008987000000161
373,8.875705800000105
374,9.572903300000007
375,10.91854340000009
376,11.631513499999983
377,12.419205599999941
378,9.798021500000004
379,9.916112200000043
380,10.435512499999959
381,10.08794880000005
382,10.112368500000002
383,14.443691199999876
384,10.831504100000075
385,11.852349699999877
386,10.623558800000183
387,11.53743600000007
388,10.089832800000067
389,10.918163999999933
390,12.653168300000061
391,12.283925599999975
392,12.636521800000082
393,12.722336199999972
394,11.805626099999927
395,12.281358599999976
396,12.07297850000009
397,11.744159900000113
398,11.242872600000055
399,10.995416100000057
400,10.952494299999898
401,11.25436209999998
402,12.261504500000001
403,10.587724999999864
404,10.277885900000001
405,11.378967000000102
406,11.518987500000094
407,12.8236737000002
408,14.64839830000028
409,14.492025000000012
410,12.751833099999658
411,13.275005800000145
412,12.964214999999967
413,13.884196599999996
414,13.685537699999713
415,14.186451200000192
416,13.724093799999991
417,13.371984200000043
418,14.998296700000083
419,12.391332599999714
420,15.807418700000198
421,18.341718499999843
422,14.670557500000086
423,14.236735099999805
424,12.444520400000329
425,16.17881690000013
426,14.084133699999711
427,17.689670400000068
428,14.327873599999748
429,14.541089499999998
430,14.483391499999925
431,15.525273300000208
432,14.136642400000255
433,13.712352999999894
434,11.977226299999984
435,14.854929600000105
436,14.542417300000125
437,14.904271000000335
438,14.092256099999759
439,14.276832600000034
440,15.777273400000013
441,14.178255799999988
442,14.67624240000032
443,15.093220400000064
444,15.76145630000019
445,14.252806899999996
446,12.698691300000064
447,13.98478460000024
448,11.895298299999922
449,13.32271290000017
450,13.389177800000198
451,14.010208700000021
452,13.164065899999969
453,14.591269300000022
454,12.958399899999677
455,13.68523180000011
456,13.165217900000243
457,14.188637999999628
458,14.101767599999675
459,16.49554739999985
460,15.631730499999776
461,13.70264780000025
462,14.452359200000046
463,14.266330200000084
464,13.966431699999703
465,14.905337999999574
466,13.170195799999874
467,13.59758950000014
468,15.533372100000179
469,14.105060500000036
470,16.986103899999762
471,14.15509800000018
472,15.301259700000173
473,16.17578370000001
474,14.950759099999686
475,15.092787600000065
476,14.336748199999874
477,14.946984900000189
478,15.145870100000138
479,14.216197100000045
480,14.493378099999973
481,15.000939000000017
482,16.24805090000018
483,14.196641900000031
484,14.939823600000182
485,14.390427100000124
486,15.063491899999917
487,13.621019100000012
488,14.358252200000152
489,16.37128060000032
490,15.850035899999966
491,16.454223400000046
492,15.535505700000158
493,14.570801899999879
494,17.795170599999892
495,15.636767599999985
496,16.318794799999978
497,16.451493299999584
498,17.238223500000004
499,15.971792700000151
500,18.178521199999977
