run_id,trial_role,score,cost_seconds,converged,geko_csep,geko_cnw,geko_cjet,geko_cturb,geko_cmix
ffs_Reh6000_geko_default,baseline,0.6327296263,30.5980,true,1.75,0.5,1,2,0
ffs_Reh6000_Csep0.7102_Cnw-1.931_Cmix0.4259_Cjet0.0266_Cturb1.0377,optimizer,0.7565071831,32.5972,true,0.7102098745,-1.930989423,0.02663870901,1.037699965,0.4259035228
ffs_Reh6000_Csep1.6102_Cnw0.069_Cmix-0.1741_Cjet0.6266_Cturb2.0377,optimizer,0.8755945456,37.0696,true,1.610209874,0.06901057653,0.626638709,2.037699965,-0.1740964772
ffs_Reh6000_Csep2.0602_Cnw-0.931_Cmix0.1259_Cjet0.9266_Cturb1.5377,optimizer,0.7134459319,29.3089,true,2.060209874,-0.9309894235,0.926638709,1.537699965,0.1259035228
ffs_Reh6000_Csep1.1602_Cnw1.069_Cmix0.7259_Cjet0.3266_Cturb0.5377,optimizer,0.898676205,26.0383,true,1.160209874,1.069010577,0.326638709,0.5376999654,0.7259035228
ffs_Reh6000_Csep1.3852_Cnw-0.431_Cmix0.2759_Cjet0.7766_Cturb1.2877,optimizer,0.4748873168,27.2396,true,1.385209874,-0.4309894235,0.776638709,1.287699965,0.2759035228
ffs_Reh6000_Csep2.2852_Cnw1.569_Cmix0.8759_Cjet0.1766_Cturb2.2877,optimizer,0.8000726169,29.6248,true,2.285209874,1.569010577,0.176638709,2.287699965,0.8759035228
ffs_Reh6000_Csep1.8352_Cnw-1.431_Cmix0.5759_Cjet0.4766_Cturb1.7877,optimizer,0.6865918884,27.6606,true,1.835209874,-1.430989423,0.476638709,1.787699965,0.5759035228
ffs_Reh6000_Csep0.9352_Cnw0.569_Cmix-0.0241_Cjet1.0766_Cturb0.7877,optimizer,0.5128754075,35.8916,true,0.9352098745,0.5690105765,1.076638709,0.7876999654,-0.0240964772
ffs_Reh6000_Csep1.0477_Cnw-0.681_Cmix-0.0991_Cjet0.4016_Cturb2.4127,optimizer,0.6438391793,33.5907,true,1.047709874,-0.6809894235,0.401638709,2.412699965,-0.0990964772
ffs_Reh6000_Csep1.9477_Cnw1.319_Cmix0.5009_Cjet1.0016_Cturb1.4127,optimizer,0.4521512581,27.6557,true,1.947709874,1.319010577,1.001638709,1.412699965,0.5009035228
ffs_Reh6000_Csep2.3977_Cnw-1.681_Cmix0.8009_Cjet0.7016_Cturb0.9127,optimizer,0.6100283429,24.8678,true,2.397709874,-1.680989423,0.701638709,0.9126999654,0.8009035228
ffs_Reh6000_Csep1.4977_Cnw0.319_Cmix0.2009_Cjet0.1016_Cturb1.9127,optimizer,0.562459732,28.8518,true,1.497709874,0.3190105765,0.101638709,1.912699965,0.2009035228
ffs_Reh6000_Csep1.2727_Cnw-1.181_Cmix0.9509_Cjet1.1516_Cturb2.1627,optimizer,0.628114851,27.8261,true,1.272709874,-1.180989423,1.151638709,2.162699965,0.9509035228
