run_id,trial_role,score,cost_seconds,converged,geko_csep,geko_cnw
ffs_Reh6000_geko_default,baseline,0.271820067,31.0811,true,1.75,0.5
ffs_Reh6000_Csep0.7102_Cnw-1.931,optimizer,0.4635495618,32.1068,true,0.7102098745,-1.930989423
ffs_Reh6000_Csep1.6102_Cnw0.069,optimizer,0.324705546,30.5024,true,1.610209874,0.06901057653
ffs_Reh6000_Csep2.0602_Cnw-0.931,optimizer,0.5258555668,30.1890,true,2.060209874,-0.9309894235
ffs_Reh6000_Csep1.1602_Cnw1.069,optimizer,0.2852851229,30.1155,true,1.160209874,1.069010577
ffs_Reh6000_Csep1.3852_Cnw-0.431,optimizer,0.3723636512,29.4111,true,1.385209874,-0.4309894235
ffs_Reh6000_Csep2.2852_Cnw1.569,optimizer,0.4869112499,31.6134,true,2.285209874,1.569010577
ffs_Reh6000_Csep1.8352_Cnw-1.431,optimizer,0.5710245387,29.8918,true,1.835209874,-1.430989423
ffs_Reh6000_Csep0.9352_Cnw0.569,optimizer,0.2165260563,31.3581,true,0.9352098745,0.5690105765
ffs_Reh6000_Csep1.0477_Cnw-0.681,optimizer,0.347983164,29.8447,true,1.047709874,-0.6809894235
ffs_Reh6000_Csep1.9477_Cnw1.319,optimizer,0.4066855612,31.3990,true,1.947709874,1.319010577
ffs_Reh6000_Csep2.3977_Cnw-1.681,optimizer,0.6946730757,30.2744,true,2.397709874,-1.680989423
ffs_Reh6000_Csep1.4977_Cnw0.319,optimizer,0.2830961629,30.1538,true,1.497709874,0.3190105765
ffs_Reh6000_Csep1.2727_Cnw-1.181,optimizer,0.4595367128,28.4275,true,1.272709874,-1.180989423
ffs_Reh6000_Csep2.1727_Cnw0.819,optimizer,0.3636565289,31.2087,true,2.172709874,0.8190105765
ffs_Reh6000_Csep1.7227_Cnw-0.181,optimizer,0.3672413198,30.5361,true,1.722709874,-0.1809894235
ffs_Reh6000_Csep0.8227_Cnw1.819,optimizer,0.4049090805,33.5868,true,0.8227098745,1.819010577
ffs_Reh6000_Csep0.7_Cnw0.3051,optimizer,0.2948491501,30.5019,true,0.7,0.3050668367
ffs_Reh6000_Csep1.0637_Cnw0.3646,optimizer,0.2321608164,30.4406,true,1.063748334,0.3646489857
ffs_Reh6000_Csep0.8101_Cnw0.9044,optimizer,0.2876084207,32.7905,true,0.8101223516,0.9044132307
ffs_Reh6000_Csep0.9191_Cnw0.3346,optimizer,0.2257755646,31.5162,true,0.9190878918,0.3346492591
ffs_Reh6000_Csep2.5_Cnw0.2532,optimizer,0.3886120045,30.6648,true,2.5,0.2531518771
ffs_Reh6000_Csep1.3869_Cnw2,optimizer,0.4163837156,30.8930,true,1.38689941,2
ffs_Reh6000_Csep0.7_Cnw-0.7949,optimizer,0.392496332,30.8135,true,0.7,-0.7949019576
ffs_Reh6000_Csep0.9873_Cnw0.5659,optimizer,0.2153687509,31.0461,true,0.9873206199,0.5658969473
ffs_Reh6000_Csep0.9655_Cnw0.5155,optimizer,0.2096920847,31.1859,true,0.965485345,0.5155395233
ffs_Reh6000_Csep1.5174_Cnw0.9565,optimizer,0.3150699733,29.9663,true,1.517400726,0.9564725752
ffs_Reh6000_Csep2.0996_Cnw0.1413,optimizer,0.3641783806,31.0642,true,2.09963658,0.1412831136
ffs_Reh6000_Csep0.9715_Cnw0.4549,optimizer,0.2127065617,31.2204,true,0.9714804731,0.4548870198
ffs_Reh6000_Csep1.2365_Cnw-2,optimizer,0.5727061096,29.1097,true,1.236531099,-2
ffs_Reh6000_Csep1.2509_Cnw0.5585,optimizer,0.2451234179,29.2433,true,1.250912342,0.5585092357
ffs_Reh6000_Csep2.5_Cnw2,optimizer,0.5793442395,31.1444,true,2.5,2
ffs_Reh6000_Csep0.8016_Cnw1.4948,optimizer,0.370284927,32.6062,true,0.8016086714,1.494774561
ffs_Reh6000_Csep2.5_Cnw-0.5644,optimizer,0.521837413,30.3886,true,2.5,-0.5643772052
ffs_Reh6000_Csep1.8528_Cnw2,optimizer,0.4836531433,31.7073,true,1.852805424,2
ffs_Reh6000_Csep2.5_Cnw0.9927,optimizer,0.4249446795,31.0444,true,2.5,0.9926795297
ffs_Reh6000_Csep1.8151_Cnw0.5543,optimizer,0.286478007,31.1478,true,1.815106221,0.5542889229
ffs_Reh6000_Csep0.9345_Cnw0.4832,optimizer,0.2110334999,31.5884,true,0.9345360465,0.4831995662
