run_id,trial_role,score,cost_seconds,converged,geko_csep,geko_cnw,geko_cjet,geko_cturb,geko_cmix
ffs_Reh3000_geko_default,baseline,0.3122555949,43.5993,true,1.75,0.5,1,2,0
ffs_Reh3000_Csep0.9684_Cnw0.6806_Cmix0.051_Cjet0.972_Cturb1.5047,optimizer,0.270468814,37.7725,true,0.9683568279,0.6805647925,0.9720451835,1.504652259,0.05101413677
ffs_Reh3000_Csep1.8684_Cnw-1.3194_Cmix0.651_Cjet0.372_Cturb2.0047,optimizer,0.3984413017,38.3249,true,1.868356828,-1.319435207,0.3720451835,2.004652259,0.6510141368
ffs_Reh3000_Csep2.3184_Cnw1.6806_Cmix0.951_Cjet0.672_Cturb1.7547,optimizer,0.3472432847,37.1344,true,2.318356828,1.680564793,0.6720451835,1.754652259,0.9510141368
ffs_Reh3000_Csep1.4184_Cnw-0.3194_Cmix0.351_Cjet0.072_Cturb2.2547,optimizer,0.3572006601,36.8185,true,1.418356828,-0.3194352075,0.07204518355,2.254652259,0.3510141368
ffs_Reh3000_Csep1.6434_Cnw-1.8194_Cmix-0.099_Cjet0.522_Cturb1.6297,optimizer,0.5037025384,41.5951,true,1.643356828,-1.819435207,0.5220451835,1.629652259,-0.09898586323
ffs_Reh3000_Csep0.7434_Cnw0.1806_Cmix0.501_Cjet1.122_Cturb2.1297,optimizer,0.2837391621,36.6647,true,0.7433568279,0.1805647925,1.122045184,2.129652259,0.5010141368
ffs_Reh3000_Csep2.0934_Cnw1.1806_Cmix0.201_Cjet0.222_Cturb1.8797,optimizer,0.36633071,38.5357,true,2.093356828,1.180564793,0.2220451835,1.879652259,0.2010141368
ffs_Reh3000_Csep1.1934_Cnw-0.8194_Cmix0.801_Cjet0.822_Cturb2.3797,optimizer,0.3520876789,34.8584,true,1.193356828,-0.8194352075,0.8220451835,2.379652259,0.8010141368
ffs_Reh3000_Csep1.3059_Cnw1.9306_Cmix0.726_Cjet0.147_Cturb2.1922,optimizer,0.3548328497,34.5029,true,1.305856828,1.930564793,0.1470451835,2.192152259,0.7260141368
ffs_Reh3000_Csep2.2059_Cnw-0.0694_Cmix0.126_Cjet0.747_Cturb1.6922,optimizer,0.3522510713,33.6603,true,2.205856828,-0.06943520745,0.7470451835,1.692152259,0.1260141368
ffs_Reh3000_Csep0.8559_Cnw0.9306_Cmix0.426_Cjet0.447_Cturb2.4422,optimizer,0.289289202,36.5707,true,0.8558568279,0.9305647925,0.4470451835,2.442152259,0.4260141368
ffs_Reh3000_Csep1.7559_Cnw-1.0694_Cmix-0.174_Cjet1.047_Cturb1.9422,optimizer,0.4928903339,44.7868,true,1.755856828,-1.069435207,1.047045184,1.942152259,-0.1739858632
ffs_Reh3000_Csep1.5309_Cnw1.4306_Cmix0.576_Cjet0.897_Cturb2.0672,optimizer,0.3186365036,34.5171,true,1.530856828,1.430564793,0.8970451835,2.067152259,0.5760141368
ffs_Reh3000_Csep2.4309_Cnw-0.5694_Cmix-0.024_Cjet0.297_Cturb1.5672,optimizer,0.4403299972,31.5269,true,2.430856828,-0.5694352075,0.2970451835,1.567152259,-0.02398586323
ffs_Reh3000_Csep1.9809_Cnw-1.5694_Cmix0.876_Cjet1.197_Cturb2.3172,optimizer,0.443410323,30.1524,true,1.980856828,-1.569435207,1.197045184,2.317152259,0.8760141368
ffs_Reh3000_Csep1.0809_Cnw0.4306_Cmix0.276_Cjet0.597_Cturb1.8172,optimizer,0.2599314392,29.4100,true,1.080856828,0.4305647925,0.5970451835,1.817152259,0.2760141368
ffs_Reh3000_Csep1.1371_Cnw-1.4444_Cmix0.3885_Cjet0.7845_Cturb1.9109,optimizer,0.3572069031,28.7583,true,1.137106828,-1.444435207,0.7845451835,1.910902259,0.3885141368
ffs_Reh3000_Csep2.0371_Cnw0.5556_Cmix0.9885_Cjet0.1845_Cturb2.4109,optimizer,0.3523784087,30.2907,true,2.037106828,0.5555647925,0.1845451835,2.410902259,0.9885141368
ffs_Reh3000_Csep2.4871_Cnw1.5556_Cmix0.6885_Cjet1.0845_Cturb1.6609,optimizer,0.3421970473,28.0620,true,2.487106828,1.555564793,1.084545184,1.660902259,0.6885141368
ffs_Reh3000_Csep1.5871_Cnw-0.4444_Cmix0.0885_Cjet0.4845_Cturb2.1609,optimizer,0.3774488683,29.3912,true,1.587106828,-0.4444352075,0.4845451835,2.160902259,0.08851413677
ffs_Reh3000_Csep1.8121_Cnw1.0556_Cmix0.8385_Cjet0.3345_Cturb1.7859,optimizer,0.3003363089,36.2741,true,1.812106828,1.055564793,0.3345451835,1.785902259,0.8385141368
ffs_Reh3000_Csep0.9121_Cnw-0.9444_Cmix0.2385_Cjet0.9345_Cturb2.2859,optimizer,0.3245117196,35.3753,true,0.9121068279,-0.9444352075,0.9345451835,2.285902259,0.2385141368
ffs_Reh3000_Csep2.2621_Cnw-1.9444_Cmix0.5385_Cjet0.6345_Cturb1.5359,optimizer,0.4080325452,28.4187,true,2.262106828,-1.944435207,0.6345451835,1.535902259,0.5385141368
ffs_Reh3000_Csep1.3621_Cnw0.0556_Cmix-0.0615_Cjet0.0345_Cturb2.0359,optimizer,0.3653242651,31.0541,true,1.362106828,0.05556479255,0.03454518355,2.035902259,-0.06148586323
