run_id,trial_role,score,cost_seconds,converged,geko_csep,geko_cnw
ffs_Reh2000_Csep2.1233_Cnw0.6002,optimizer,0.7406185045,120.6868,true,2.123255694,0.6001819974
ffs_Reh2000_Csep1.7665_Cnw0.1535,optimizer,0.7439384917,120.1902,true,1.766542085,0.1535333751
ffs_Reh2000_Csep2.5_Cnw0.0412,optimizer,0.9459354254,136.6688,true,2.5,0.04116797067
ffs_Reh2000_Csep1.5098_Cnw0.5298,optimizer,0.625479245,120.6021,true,1.509774928,0.5298032446
ffs_Reh2000_Csep1.2561_Cnw-2,optimizer,1.380437179,117.4159,true,1.256130219,-2
ffs_Reh2000_Csep0.7_Cnw-2,optimizer,1.782842754,136.7724,true,0.7,-2
ffs_Reh2000_Csep2.5_Cnw1.1097,optimizer,0.9946704646,133.9736,true,2.5,1.109693031
ffs_Reh2000_Csep1.577_Cnw0.6911,optimizer,0.6768172554,120.7691,true,1.576968469,0.6910976575
ffs_Reh2000_Csep1.9539_Cnw0.4106,optimizer,0.7019162334,119.9601,true,1.953891892,0.4106471257
ffs_Reh2000_Csep1.2094_Cnw0.4968,optimizer,0.6036259868,132.7007,true,1.209424742,0.4967502886
ffs_Reh2000_Csep2.2763_Cnw0.3539,optimizer,0.7891411854,139.3031,true,2.276344257,0.3539308743
ffs_Reh2000_Csep1.2238_Cnw0.4897,optimizer,0.605895608,119.3855,true,1.223801566,0.4896982449
ffs_Reh2000_Csep1.1445_Cnw-0.7311,optimizer,0.9722298815,117.2388,true,1.144470751,-0.7311253879
ffs_Reh2000_Csep0.9148_Cnw1.1462,optimizer,0.8392632844,137.2704,true,0.9147533638,1.146236642
ffs_Reh2000_Csep1.0993_Cnw0.4136,optimizer,0.6311369516,116.7891,true,1.099328369,0.4135636308
ffs_Reh2000_Csep2.0366_Cnw1.3653,optimizer,0.9705415304,121.4638,true,2.036588794,1.365256371
ffs_Reh2000_Csep1.5359_Cnw0.3482,optimizer,0.6652345138,145.0048,true,1.535900635,0.3482185225
ffs_Reh2000_Csep0.9548_Cnw0.735,optimizer,0.7019556362,135.4969,true,0.954792894,0.7349815098
