run_id,trial_role,score,cost_seconds,converged,geko_csep,geko_cnw
ffs_Reh2000_geko_default,baseline,0.2649418795,29.4201,true,1.75,0.5
ffs_Reh2000_Csep2.2155_Cnw-0.5335,optimizer,0.4521195649,29.3457,true,2.215501921,-0.5334835882
ffs_Reh2000_Csep1.3155_Cnw1.4665,optimizer,0.3737399244,29.6797,true,1.315501921,1.466516412
ffs_Reh2000_Csep1.7655_Cnw0.4665,optimizer,0.2707261756,29.7593,true,1.765501921,0.4665164118
ffs_Reh2000_Csep0.8655_Cnw-1.5335,optimizer,0.5275609465,29.8154,true,0.8655019206,-1.533483588
ffs_Reh2000_Csep1.0905_Cnw0.9665,optimizer,0.3106595884,28.5467,true,1.090501921,0.9665164118
ffs_Reh2000_Csep1.9905_Cnw-1.0335,optimizer,0.5000656297,29.8037,true,1.990501921,-1.033483588
ffs_Reh2000_Csep1.5405_Cnw-0.0335,optimizer,0.3330372215,29.2051,true,1.540501921,-0.03348358823
ffs_Reh2000_Csep2.4405_Cnw1.9665,optimizer,0.5328463904,28.9064,true,2.440501921,1.966516412
ffs_Reh2000_Csep0.753_Cnw0.7165,optimizer,0.3303642441,28.9073,true,0.7530019206,0.7165164118
ffs_Reh2000_Csep1.653_Cnw-1.2835,optimizer,0.5043492496,28.4930,true,1.653001921,-1.283483588
ffs_Reh2000_Csep2.103_Cnw-0.2835,optimizer,0.4051215798,28.7920,true,2.103001921,-0.2834835882
ffs_Reh2000_Csep1.203_Cnw1.7165,optimizer,0.39695328,28.2941,true,1.203001921,1.716516412
ffs_Reh2000_Csep0.978_Cnw0.2165,optimizer,0.2954870638,27.9498,true,0.9780019206,0.2165164118
ffs_Reh2000_Csep1.878_Cnw-1.7835,optimizer,0.5929112911,28.9842,true,1.878001921,-1.783483588
ffs_Reh2000_Csep1.428_Cnw1.2165,optimizer,0.3485956234,29.1173,true,1.428001921,1.216516412
ffs_Reh2000_Csep2.328_Cnw-0.7835,optimizer,0.500110113,28.7422,true,2.328001921,-0.7834835882
ffs_Reh2000_Csep1.8608_Cnw0.6892,optimizer,0.2991859923,28.8659,true,1.860839534,0.6891843365
ffs_Reh2000_Csep1.6417_Cnw0.5239,optimizer,0.2671951388,28.9743,true,1.641700697,0.5239465571
ffs_Reh2000_Csep0.7_Cnw-0.2207,optimizer,0.4154827579,29.8434,true,0.7,-0.2207269993
ffs_Reh2000_Csep0.7_Cnw2,optimizer,0.5483470161,29.6778,true,0.7,2
ffs_Reh2000_Csep2.5_Cnw0.6149,optimizer,0.343008142,28.9536,true,2.5,0.6148623953
ffs_Reh2000_Csep1.6935_Cnw0.5459,optimizer,0.270479972,29.0061,true,1.693503428,0.5459164328
ffs_Reh2000_Csep1.3121_Cnw0.5043,optimizer,0.2606723018,28.3710,true,1.312147963,0.5042730407
ffs_Reh2000_Csep1.4281_Cnw0.5334,optimizer,0.265835152,28.8949,true,1.428063043,0.533381552
ffs_Reh2000_Csep1.173_Cnw0.4808,optimizer,0.2607303652,28.5989,true,1.173013383,0.4807758207
ffs_Reh2000_Csep1.2365_Cnw0.3822,optimizer,0.2738092051,28.5966,true,1.236504329,0.3822025992
ffs_Reh2000_Csep1.252_Cnw0.6454,optimizer,0.2763208074,28.3773,true,1.252049864,0.6453830739
ffs_Reh2000_Csep1.7205_Cnw2,optimizer,0.4573972803,29.1329,true,1.720489461,2
ffs_Reh2000_Csep0.7_Cnw-2,optimizer,0.647147633,29.0202,true,0.7,-2
ffs_Reh2000_Csep1.0504_Cnw0.5378,optimizer,0.2627791344,28.7418,true,1.050394317,0.5378314055
ffs_Reh2000_Csep2.5_Cnw-2,optimizer,0.7012026201,29.2776,true,2.5,-2
ffs_Reh2000_Csep2.2279_Cnw0.7384,optimizer,0.337654814,29.2634,true,2.227937778,0.7384345468
ffs_Reh2000_Csep1.2574_Cnw-2,optimizer,0.5841795733,28.8737,true,1.257350949,-2
ffs_Reh2000_Csep1.6746_Cnw0.2952,optimizer,0.2916818065,28.7939,true,1.674599186,0.2951977812
ffs_Reh2000_Csep2.5_Cnw0.0415,optimizer,0.3944740794,29.7061,true,2.5,0.04154478665
ffs_Reh2000_Csep1.9775_Cnw0.3757,optimizer,0.3008831173,29.5587,true,1.977493394,0.3756939852
ffs_Reh2000_Csep2.5_Cnw1.1889,optimizer,0.426605885,29.6084,true,2.5,1.188910057
ffs_Reh2000_Csep1.1731_Cnw-0.7753,optimizer,0.4195169418,28.4627,true,1.173098099,-0.7752968706
ffs_Reh2000_Csep0.8531_Cnw1.1859,optimizer,0.3591770251,29.6644,true,0.8530882397,1.185932089
ffs_Reh2000_Csep1.4119_Cnw0.3654,optimizer,0.2787683938,29.3171,true,1.411929137,0.3653995314
ffs_Reh2000_Csep1.5696_Cnw0.7027,optimizer,0.2889328891,29.5940,true,1.569561563,0.7026800991
ffs_Reh2000_Csep1.1025_Cnw0.4445,optimizer,0.264847214,28.2376,true,1.102453037,0.4445063205
ffs_Reh2000_Csep0.9242_Cnw0.5851,optimizer,0.2752803629,29.0411,true,0.9241643104,0.5851020955
ffs_Reh2000_Csep1.1239_Cnw0.5626,optimizer,0.2651946769,28.6218,true,1.123910118,0.5625739923
